Review_id,Film_id,Comment
10,tt14167424,"{'imdb_id': 'tt14167424', 'comentarios': [{'review': 'Nothing new', 'rating': '5/10'}, {'review': 'Terrible. A big step down from Wild Wild Country', 'rating': '1/10'}, {'review': 'Sheela is chilling with page 3 personalities', 'rating': '1/10'}, {'review': 'Such a waste!', 'rating': '1/10'}, {'review': 'The glorification of an evil woman', 'rating': '1/10'}, {'review': 'Just publicity for her book', 'rating': '1/10'}, {'review': 'Criminally Bad.', 'rating': '1/10'}, {'review': 'Just a waste documentary', 'rating': '2/10'}, {'review': 'Terrible', 'rating': '1/10'}, {'review': 'Are you kidding me??', 'rating': '1/10'}, {'review': 'Self-absorbed nonsense', 'rating': '2/10'}, {'review': 'Dull, meandering and fake', 'rating': '2/10'}, {'review': 'Extremely bad', 'rating': '1/10'}, {'review': 'Looks like a HiFi Kitty Party', 'rating': '1/10'}, {'review': 'Wasting time and money -BAKWAS', 'rating': '1/10'}, {'review': 'Watch if you want to delete one hour of your life', 'rating': '1/10'}, {'review': 'Rajkumar Hirani made Sanju for Sanjay Dutt', 'rating': '1/10'}, {'review': ""I wasted 30 minutes so you don't have to"", 'rating': '2/10'}, {'review': 'Waste of time', 'rating': '1/10'}, {'review': 'I see HITLER in her.', 'rating': '1/10'}, {'review': 'Plain simple BS, Feels like a cheap attempt to rebut Wild Wild Country.. Netflix India 👎👎 ..', 'rating': '1/10'}, {'review': 'Complete BS', 'rating': '1/10'}, {'review': 'Not worth a watch', 'rating': '1/10'}, {'review': 'Such a waste of time for watching Ma sheela.', 'rating': '1/10'}, {'review': 'Embarassing', 'rating': '1/10'}]}"
11,tt1911644,"{'imdb_id': 'tt1911644', 'comentarios': [{'review': 'A film of two halves.', 'rating': '8/10'}, {'review': 'A ludicrous third act holds down an otherwise intense, realistic thriller.', 'rating': '6/10'}, {'review': 'The First Half Makes the Movie Worth Watching', 'rating': '7/10'}, {'review': 'No common sense', 'rating': '4/10'}, {'review': 'Great movie ruined by a terrible ending', 'rating': '3/10'}, {'review': '2nd Half Lost the edge', 'rating': '6/10'}, {'review': 'Great thriller, awful ending', 'rating': '6/10'}, {'review': 'Engrossing thriller despite a weak closing act', 'rating': '7/10'}, {'review': 'Promising Start, Disappointing Finish', 'rating': '5/10'}, {'review': 'The Call is a well executed,Intelligent,Riveting piece of work', 'rating': '7/10'}, {'review': 'Loved it - intense and interesting', 'rating': '4/10'}, {'review': 'Ridiculous', 'rating': '6/10'}, {'review': 'Great build up annoying ending', 'rating': '9/10'}, {'review': 'great movie until the last 20 min', 'rating': '4/10'}, {'review': 'This is one ""Call"" definitely worth answering...', 'rating': '5/10'}, {'review': 'Keeping it short and simple.', 'rating': '10/10'}, {'review': 'First half is awesome and second half is irritating', 'rating': '5/10'}, {'review': ""IT'S ALREADY DONE"", 'rating': '4/10'}, {'review': 'Average!', 'rating': '4/10'}, {'review': 'A waste of time and effort', 'rating': '7/10'}, {'review': 'What a waste... starts well then crashes', 'rating': '8/10'}, {'review': 'Good thriller with a couple of weak spots', 'rating': '6/10'}, {'review': 'Whats with all the hate? I really enjoyed it!', 'rating': '8/10'}, {'review': 'the thrill lasts as long as the call lasts', 'rating': 'Sin calificación'}, {'review': 'A tense and gripping thriller', 'rating': 'Sin calificación'}]}"
12,tt10530176,"{'imdb_id': 'tt10530176', 'comentarios': [{'review': 'Fantastic as long as you switch off when the credits roll', 'rating': '7/10'}, {'review': 'Great movie but the end bothers me', 'rating': '8/10'}, {'review': 'Call 2020 Explained', 'rating': '6/10'}, {'review': 'Excellent if not ruined by ending', 'rating': '4/10'}, {'review': 'Enjoyable ... but non-sensical.', 'rating': '6/10'}, {'review': ""Overall good, but doesn't really tie everything together properly"", 'rating': '4/10'}, {'review': 'How to mess up your own film', 'rating': '5/10'}, {'review': 'Complicated but not the way it wants to be', 'rating': '6/10'}, {'review': 'Good movie, but the credits ""ending"" ruined it (Fanfic ending included)', 'rating': '5/10'}, {'review': 'Entertaining but...', 'rating': '8/10'}, {'review': 'Another hit from South-Korea.', 'rating': '5/10'}, {'review': ""It's ok, and certainly not a materpiece"", 'rating': '5/10'}, {'review': 'Ending Timeline Conundrum?', 'rating': '7/10'}, {'review': 'Ending Makes Perfect Sense...', 'rating': '7/10'}, {'review': 'I guess the lack of a logical or illogical explanation is to blame.', 'rating': '10/10'}, {'review': 'Omg!', 'rating': '6/10'}, {'review': 'You will love this film until the ending destroys it', 'rating': '7/10'}, {'review': 'Park Shin-hye is fantastic...', 'rating': '8/10'}, {'review': 'Never mind logic', 'rating': '7/10'}, {'review': 'Turn the movie off as soon as you see the credits', 'rating': '9/10'}, {'review': 'Unpredictable', 'rating': '6/10'}, {'review': 'The wrong call', 'rating': '7/10'}, {'review': 'Good Plot but ruins at the end.', 'rating': '5/10'}, {'review': ""How long does that phone's battery last?"", 'rating': '9/10'}, {'review': 'Ending credits leave you with questions...', 'rating': 'Sin calificación'}]}"
13,tt11754464,"{'imdb_id': 'tt11754464', 'comentarios': [{'review': 'Im Indonesian n this is very bad bad bad movie', 'rating': '1/10'}, {'review': 'Another stupid movie with awful story', 'rating': '4/10'}, {'review': 'total disappoinment, seriously 10/10?!', 'rating': '1/10'}, {'review': 'Bad acting, worst script', 'rating': '1/10'}, {'review': 'Average indonesian movie', 'rating': '3/10'}, {'review': 'VERY SUCKS', 'rating': '2/10'}, {'review': 'Avoidable', 'rating': '6/10'}, {'review': 'WHO RATE 10/10 ??', 'rating': '1/10'}, {'review': 'NO DUDE..NO...', 'rating': '3/10'}, {'review': 'Overproud :(', 'rating': '3/10'}, {'review': 'OVERHYPED', 'rating': '1/10'}, {'review': 'CRINGE!', 'rating': '1/10'}, {'review': 'Disappointing', 'rating': '6/10'}, {'review': 'Circle youtuber', 'rating': '1/10'}, {'review': 'just bad', 'rating': '2/10'}, {'review': 'Is This Even a Movie?', 'rating': '1/10'}, {'review': ""THANK GOD IT'S ON NETFIX"", 'rating': '1/10'}, {'review': 'Disappoinment', 'rating': '3/10'}, {'review': 'Bad film', 'rating': '2/10'}, {'review': 'r u proud with this movie ?', 'rating': '1/10'}, {'review': 'Cringe acting, disappointing storyline', 'rating': '1/10'}, {'review': 'LOVE THE CINEMATOGRAPHY,HATE REST OF IT.', 'rating': '3/10'}, {'review': 'Cringe movie, ugly as fk', 'rating': '1/10'}, {'review': 'SAYA SUKA', 'rating': '8/10'}, {'review': 'Pointless characters and not good comedy...', 'rating': '2/10'}]}"
14,tt13106900,"{'imdb_id': 'tt13106900', 'comentarios': [{'review': 'silly & fun', 'rating': '7/10'}, {'review': 'A treat for cringe galore aficionados', 'rating': '2/10'}, {'review': 'Funny', 'rating': '10/10'}, {'review': 'CRINGEY', 'rating': '1/10'}]}"
15,tt5710042,"{'imdb_id': 'tt5710042', 'comentarios': [{'review': 'Starts off well, but quickly turns into silliness.', 'rating': '5/10'}, {'review': ""It's not rocket science"", 'rating': '5/10'}, {'review': 'Bizarre', 'rating': '1/10'}, {'review': 'Not that bad.', 'rating': '7/10'}, {'review': 'Some promising ideas, but ultimately not quite worthwhile.', 'rating': '3/10'}, {'review': 'What... Did... I... Watch???', 'rating': '1/10'}, {'review': 'For Goodness sake...', 'rating': '1/10'}, {'review': 'Viewer, have mercy on yourself: Do not watch this!', 'rating': '2/10'}, {'review': 'On the worse side of o.k.', 'rating': '5/10'}, {'review': 'Tepid drama turns gripping home invasion.', 'rating': '3/10'}, {'review': 'Tricky little gem', 'rating': '8/10'}, {'review': 'Tge End is Simple', 'rating': '10/10'}, {'review': 'Sometimes we do not need the answers...', 'rating': '8/10'}, {'review': 'A waste of time and very slow & dull.', 'rating': '1/10'}, {'review': 'Really unsatisfactory and hardly worth calling a thriller.', 'rating': '3/10'}, {'review': 'Interesting ideas, sloppy execution.', 'rating': '2/10'}, {'review': 'Have None', 'rating': '5/10'}, {'review': 'Sympathy for the devil', 'rating': '7/10'}, {'review': 'Absolutely Positively One Of The Worst Movies Ever', 'rating': '1/10'}, {'review': 'So bad, it should be banned', 'rating': '1/10'}, {'review': 'Poor execution of an interesting idea', 'rating': '3/10'}, {'review': 'Confusing', 'rating': '1/10'}, {'review': 'Please Say Mercy On Me', 'rating': '1/10'}, {'review': 'A Little Creepy. A Lot Flawed.', 'rating': '4/10'}, {'review': 'TOO MANY PEOPLE!!!', 'rating': '2/10'}]}"
16,tt7456312,"{'imdb_id': 'tt7456312', 'comentarios': [{'review': 'Did a 5th grader write this screenpaly??', 'rating': '3/10'}, {'review': 'Seems to think it is a masterpiece when in reality it is quite the opposite', 'rating': '3/10'}, {'review': 'No idea what it was about', 'rating': '5/10'}, {'review': 'Good Cast in an Otherwise Confused and Disjointed Movie', 'rating': '4/10'}, {'review': 'Boring, Annoying, Confusing...', 'rating': '4/10'}, {'review': '???', 'rating': '1/10'}, {'review': 'Confusing and absurd', 'rating': '2/10'}, {'review': 'Netflix cannot stop delivering failure after failure', 'rating': '1/10'}, {'review': 'Silver lining!', 'rating': '1/10'}, {'review': 'Last Film You Want To See', 'rating': '4/10'}, {'review': '....was a bad review but he got one', 'rating': '1/10'}, {'review': 'Nooooooooooooooo!!!!', 'rating': '3/10'}, {'review': ""I couldn't follow the story!"", 'rating': '1/10'}, {'review': 'Duck Nuts', 'rating': '4/10'}, {'review': 'A Below Average Dull Film', 'rating': '6/10'}, {'review': 'Confusing - but not absurd', 'rating': '3/10'}, {'review': 'The last thing I wanted', 'rating': '3/10'}, {'review': ""The cast couldn't carry this mess"", 'rating': '1/10'}, {'review': 'Waste of time', 'rating': '1/10'}, {'review': 'Waste of time.', 'rating': '10/10'}, {'review': ""A Film That Hasn't Found Its Audience"", 'rating': '3/10'}, {'review': 'What happend?', 'rating': '2/10'}, {'review': 'Incoherent Rubbish', 'rating': '1/10'}, {'review': 'Does Nobody Know That This Was A Novel By Joan Didion', 'rating': '1/10'}, {'review': 'Slow. Boring. Uninteresting.', 'rating': 'Sin calificación'}]}"
17,tt1241317,"{'imdb_id': 'tt1241317', 'comentarios': [{'review': 'I wish I could rate it ZERO', 'rating': '1/10'}, {'review': 'Death Note: Where would I even begin?', 'rating': '2/10'}, {'review': 'A clumsy and thoughtless adaptation with a few highlights', 'rating': '3/10'}, {'review': 'A movie that gets 98% everything wrong', 'rating': '2/10'}, {'review': 'An absolute disservice to the source material', 'rating': '1/10'}, {'review': 'Skip it and watch the original instead', 'rating': '2/10'}, {'review': 'An insult to the original Death Note (Desu Nōto)', 'rating': '1/10'}, {'review': 'Absolute garbage and typical Hollywood adaptation', 'rating': '1/10'}, {'review': 'The only thing that shares with the source material is the title', 'rating': '1/10'}, {'review': 'Death to potential', 'rating': '3/10'}, {'review': 'Lose(ly)', 'rating': '6/10'}, {'review': 'Superfans forget: not everyone in the world knows the source material. Rate the film as a film instead....', 'rating': '7/10'}, {'review': 'An awful new interpretation of ""Death Note""', 'rating': '2/10'}, {'review': 'Like Donnie Darko mixed with Final Destination', 'rating': '7/10'}, {'review': ""Good if you haven't seen the anime yet"", 'rating': '6/10'}, {'review': ""Interesting premise, probably better if you haven't seen the original"", 'rating': '7/10'}, {'review': 'How are people giving this bad reviews', 'rating': '7/10'}, {'review': 'Clearly underrated', 'rating': '6/10'}, {'review': 'Entertaining, I Enjoyed This.', 'rating': '8/10'}, {'review': ""It's not that bad."", 'rating': '8/10'}, {'review': 'Do not watch', 'rating': '2/10'}, {'review': 'Worst production of Netflix', 'rating': '1/10'}, {'review': 'Did they understand why people loved Death note ?', 'rating': '2/10'}, {'review': ""It's bad and you know it"", 'rating': '2/10'}, {'review': 'Why all the hate for this film?', 'rating': '7/10'}]}"
18,tt9419834,"{'imdb_id': 'tt9419834', 'comentarios': [{'review': 'Made for a drinking game!', 'rating': '4/10'}, {'review': 'Remaining questions', 'rating': '1/10'}, {'review': 'The house was nice.', 'rating': '1/10'}, {'review': 'Considering canceling my Netflix after this terrible movie...', 'rating': '1/10'}, {'review': 'What the hell did I just watch', 'rating': '2/10'}, {'review': 'Another daft movie produced by a two-penny scriptwriter', 'rating': '3/10'}, {'review': '😂 😂😂', 'rating': '2/10'}, {'review': 'Great movie to fall asleep to...', 'rating': '1/10'}, {'review': 'Predictable from the Beginning', 'rating': '5/10'}, {'review': 'Should be called The Stairs', 'rating': '1/10'}, {'review': 'what is the point of this film?', 'rating': '3/10'}, {'review': 'Are you in good hands?', 'rating': '4/10'}, {'review': 'Who writes this crap ?', 'rating': '4/10'}, {'review': 'Boring and predictable', 'rating': '1/10'}, {'review': ""You'll be sorry..."", 'rating': '1/10'}, {'review': 'This is The LifeTime Television version of Misery.', 'rating': '4/10'}, {'review': 'Worst movie ever!', 'rating': '1/10'}, {'review': ""So what's the problem?"", 'rating': '10/10'}, {'review': 'Not worth the 1.5 hours spent watching', 'rating': '2/10'}, {'review': 'Some secrets should stay hidden', 'rating': '2/10'}, {'review': 'so ridiculous', 'rating': '3/10'}, {'review': ""Don't Let the Bad Reviews Fool You"", 'rating': '2/10'}, {'review': 'EXCELLENT COMEDY', 'rating': '10/10'}, {'review': 'WTF', 'rating': '1/10'}, {'review': 'This movie has already been done', 'rating': '2/10'}]}"
19,tt8976710,"{'imdb_id': 'tt8976710', 'comentarios': [{'review': 'Awful', 'rating': '1/10'}, {'review': 'Pretty funny if you like silly humor like me!', 'rating': '7/10'}, {'review': 'Not bad if you like Wayans style comedy', 'rating': '6/10'}, {'review': ""Don't waste your time"", 'rating': '1/10'}, {'review': 'Noooo!', 'rating': '2/10'}, {'review': 'What happened?', 'rating': '2/10'}, {'review': 'Better than the Klumps', 'rating': '10/10'}, {'review': 'Laugh Out Loud Funny!', 'rating': '8/10'}, {'review': 'Wayans need to call it a day.', 'rating': '2/10'}, {'review': 'Entertaining and good storyline', 'rating': '6/10'}, {'review': 'Hilarious', 'rating': '6/10'}, {'review': 'I love Marlon Wayans, BUT...', 'rating': '5/10'}, {'review': 'Painful', 'rating': '1/10'}, {'review': 'Wonderful!', 'rating': '8/10'}, {'review': 'If you loved The Nutty professor than this is for you', 'rating': '6/10'}, {'review': 'Loved it', 'rating': '10/10'}, {'review': 'WTF did I just watch.', 'rating': '1/10'}, {'review': 'Complete garbage', 'rating': '9/10'}, {'review': 'Love it', 'rating': '8/10'}, {'review': 'Nice and lovely', 'rating': '9/10'}, {'review': 'relax your expectations and enjoy the ride', 'rating': '7/10'}, {'review': 'Was it hilarious from start to finish? No. Did it make me laugh harder then I have in a long time at certain parts? Yes', 'rating': '1/10'}, {'review': 'What happened to the Wayans?', 'rating': '8/10'}, {'review': 'Honest opinion', 'rating': '2/10'}, {'review': 'Repugnant and Disgraceful', 'rating': 'Sin calificación'}]}"
20,tt8907992,"{'imdb_id': 'tt8907992', 'comentarios': [{'review': 'Why you do this parineeti???', 'rating': '1/10'}, {'review': 'Worst movie ever', 'rating': '1/10'}, {'review': 'Horrible acting and direction to a mediocre screenplay makes a perfect recipe for disaster', 'rating': '1/10'}, {'review': 'Have mercy on Indian public please .', 'rating': '1/10'}, {'review': 'A torture to watch!!', 'rating': '1/10'}, {'review': 'The very definition of a trainwreck', 'rating': '2/10'}, {'review': 'Torture', 'rating': '1/10'}, {'review': 'Very bad movie , pariniti please stop acting', 'rating': '1/10'}, {'review': 'Oh my !', 'rating': '1/10'}, {'review': 'Terribly unrealistic plot', 'rating': '5/10'}, {'review': 'Even Hollywood version screenplay was not this bad', 'rating': '1/10'}, {'review': ""Pariniti can't act"", 'rating': '1/10'}, {'review': 'Unbelievably bad', 'rating': '1/10'}, {'review': 'Cheap C Grade Movie', 'rating': '1/10'}, {'review': 'Shows how IMDB ratings are a con', 'rating': '1/10'}, {'review': 'What a horrible waste of time... Pls watch original...', 'rating': '1/10'}, {'review': 'Absolutely rubbish', 'rating': '1/10'}, {'review': 'Do not bother! Netflix needs to up their game', 'rating': '1/10'}, {'review': ""Please don't watch it."", 'rating': '1/10'}, {'review': ""What's a Word which is worse than worst"", 'rating': '1/10'}, {'review': 'Remake is just worst', 'rating': '1/10'}, {'review': 'This rating should get a minus sign before it as it is a waste of space, time, money and everything.', 'rating': '1/10'}, {'review': 'Parineeti Chopra,.. phewwwwww', 'rating': '1/10'}, {'review': ""Don't waste your time on this. FLOP"", 'rating': '1/10'}, {'review': 'If you had to copy, atleast choose a different name', 'rating': 'Sin calificación'}]}"
21,tt10121392,"{'imdb_id': 'tt10121392', 'comentarios': [{'review': ""its a 3 and that's only because Jason Bateman plays the crab."", 'rating': '3/10'}, {'review': 'Stop green lighting every single thing by Falcone/McCarthy', 'rating': '2/10'}, {'review': '4', 'rating': '4/10'}, {'review': ""Falcone's Worst Yet!"", 'rating': '2/10'}, {'review': 'Thunder Force is yet another piece of pointless, absurd storytelling from Ben Falcone, featuring unbearably dry, forced humor, besides a forgettable story.', 'rating': '3/10'}, {'review': 'Very disappointing', 'rating': '2/10'}, {'review': 'Ben Falcone needs to stop making movies', 'rating': '4/10'}, {'review': 'Lacks charisma', 'rating': '4/10'}, {'review': ""Quite possibly the worst movie I've seen in the past 5 years"", 'rating': '2/10'}, {'review': 'Oh come on it was an enjoyable spoof comedy', 'rating': '6/10'}, {'review': 'Mindless Movie', 'rating': '3/10'}, {'review': 'Another horrible Melissa McCarthy and Ben Falcones comedy films.', 'rating': '2/10'}, {'review': 'Why All the hate?', 'rating': '7/10'}, {'review': 'Thunderballs', 'rating': '4/10'}, {'review': 'Wanted to like it, but it drags', 'rating': '5/10'}, {'review': 'Disappointing, dangit!', 'rating': '3/10'}, {'review': 'Booooooriiiiiing!', 'rating': '2/10'}, {'review': 'The Art of Boredom', 'rating': '2/10'}, {'review': 'Easy to watch comedy 2021', 'rating': '9/10'}, {'review': 'Poor', 'rating': '4/10'}, {'review': 'Hilarious girl power', 'rating': '10/10'}, {'review': 'Annoying and not funny', 'rating': '4/10'}, {'review': 'I genuinely feel bad disliking these Falcone / McCarthy movies.', 'rating': '2/10'}, {'review': 'Unable to laugh', 'rating': '1/10'}, {'review': 'Avoidable', 'rating': 'Sin calificación'}]}"
22,tt12154638,"{'imdb_id': 'tt12154638', 'comentarios': [{'review': ""Couldn't watch it"", 'rating': '1/10'}, {'review': ""Wait....I've seen this before."", 'rating': '5/10'}, {'review': 'Weird', 'rating': '5/10'}, {'review': 'Not a Natural Female Face in this Whole Mess', 'rating': '1/10'}, {'review': 'Bad, even for Dutch standards', 'rating': '2/10'}, {'review': 'Generic', 'rating': '5/10'}, {'review': 'Just bad', 'rating': '1/10'}, {'review': 'Horrible English dubbing', 'rating': '6/10'}, {'review': 'Bad', 'rating': '1/10'}, {'review': 'Easy, laid back and funny movie', 'rating': '3/10'}, {'review': 'Boring and predictable', 'rating': '1/10'}, {'review': 'Not only bad, also full of bigotry', 'rating': '10/10'}, {'review': 'Why all this hate?', 'rating': '1/10'}, {'review': 'Disappointed', 'rating': '2/10'}, {'review': 'Bad acting kept distracting me from the story', 'rating': '8/10'}, {'review': 'Nice', 'rating': '1/10'}, {'review': 'Just say NO to watching', 'rating': '2/10'}, {'review': 'Very bad acting', 'rating': '1/10'}, {'review': 'Horrible', 'rating': '2/10'}, {'review': 'Meh!', 'rating': '6/10'}, {'review': 'Romantic or not', 'rating': '6/10'}, {'review': 'Boring romantic musical', 'rating': '1/10'}, {'review': '50 years feminism deleted in 1 hour 37 minutes', 'rating': '10/10'}, {'review': 'Another rom-com', 'rating': '1/10'}, {'review': 'Horrible, even for Dutch standards', 'rating': 'Sin calificación'}]}"
23,tt11010144,"{'imdb_id': 'tt11010144', 'comentarios': [{'review': 'Fun!', 'rating': '7/10'}, {'review': 'Movie was ok but fashion so on point', 'rating': '6/10'}, {'review': 'Really enjoyed film', 'rating': '10/10'}, {'review': 'Romantically Funny. Two Thumbs up.', 'rating': '9/10'}, {'review': 'It followed the guidebook of how-to-make-a-romcom down to every single word...', 'rating': '5/10'}, {'review': 'Fun movie!', 'rating': '8/10'}, {'review': 'Does NOT deserve low rating', 'rating': '9/10'}, {'review': 'Fun movie A must watch', 'rating': '10/10'}, {'review': 'This was cute.', 'rating': '10/10'}, {'review': 'Nice actors get nothing to work with', 'rating': '5/10'}, {'review': ""It's not a 10, but it's not a 2...."", 'rating': '10/10'}, {'review': 'Sad', 'rating': '2/10'}, {'review': 'nothing new', 'rating': '1/10'}, {'review': 'Great romcom attempt for South Africa.', 'rating': '6/10'}, {'review': 'Too Cute and So Funny', 'rating': '9/10'}, {'review': 'Great chic flick!', 'rating': '10/10'}, {'review': 'Poorly executed attempt at a Rom-Com.', 'rating': '2/10'}, {'review': 'Sorority was lacking...', 'rating': '7/10'}, {'review': 'Fresh and very enjoyable', 'rating': '10/10'}, {'review': 'Cute enjoyable movie', 'rating': '9/10'}, {'review': 'Fresh, Freaky and Funny', 'rating': '7/10'}, {'review': 'On point', 'rating': '10/10'}, {'review': 'A win for black women', 'rating': '10/10'}, {'review': 'Cute & Funny Feel Good Movie', 'rating': '9/10'}, {'review': 'Definitely a win for the SA movie scene', 'rating': '9/10'}]}"
24,tt13669344,"{'imdb_id': 'tt13669344', 'comentarios': [{'review': 'A sketch like movie.', 'rating': '6/10'}, {'review': 'Over-the-top garbage', 'rating': '1/10'}, {'review': 'aye this is funny', 'rating': '7/10'}, {'review': ""This type of humour isn't for everybody..."", 'rating': '8/10'}, {'review': 'Awful', 'rating': '1/10'}, {'review': 'This movie is a masterpiece', 'rating': '10/10'}, {'review': 'Le degré zéro', 'rating': '1/10'}, {'review': 'Waste time', 'rating': '1/10'}, {'review': 'GARBAGE', 'rating': '1/10'}, {'review': 'Dirty', 'rating': '1/10'}, {'review': 'Long time', 'rating': '10/10'}, {'review': 'Really funny!', 'rating': '10/10'}]}"
25,tt8775056,"{'imdb_id': 'tt8775056', 'comentarios': [{'review': 'theater piece', 'rating': '6/10'}, {'review': 'Cheesy Comedy - But Entertaining', 'rating': '7/10'}, {'review': 'Cracked me up', 'rating': '8/10'}, {'review': 'Abysmal', 'rating': '1/10'}, {'review': 'Embarrassing!', 'rating': '1/10'}, {'review': 'Nice refreshing movie', 'rating': '8/10'}, {'review': 'Not good, but not so extremely bad', 'rating': '6/10'}, {'review': 'cheap comedy', 'rating': '2/10'}, {'review': 'Great classic commedy!', 'rating': '10/10'}, {'review': 'Emptiness', 'rating': '2/10'}, {'review': ""I laughed the entire time! Don't listen to bad reviews."", 'rating': '10/10'}, {'review': 'Absurdly bad', 'rating': '1/10'}, {'review': ""One of the worst movies i've ever seen"", 'rating': '1/10'}, {'review': 'BRORINGG', 'rating': '1/10'}, {'review': 'A light hearted and fun movie', 'rating': '7/10'}]}"
26,tt5059406,"{'imdb_id': 'tt5059406', 'comentarios': [{'review': 'The very essence of Gothic literature in cinematic form', 'rating': '8/10'}, {'review': '""I Am the Pretty Thing That Lives in the House""- Both the most engaging and enthralling horror film I\'ve seen in some time... and also one of the most tedious.', 'rating': '6/10'}, {'review': 'Missed opportunity, this could have been gripping.', 'rating': '5/10'}, {'review': 'I am the bad movie that drags down your evening', 'rating': '3/10'}, {'review': 'Chair stole the show', 'rating': '2/10'}, {'review': ""God doesn't give with both hands."", 'rating': '7/10'}, {'review': 'Totally boring', 'rating': '1/10'}, {'review': 'Not as good as February', 'rating': '6/10'}, {'review': 'Beautiful', 'rating': '6/10'}, {'review': 'I Am the Pretty Thing That Lives in the House: Has character but little else', 'rating': '3/10'}, {'review': 'I Am The Only One, Who Was Not Bored By This Movie.', 'rating': '10/10'}, {'review': 'The only thrills here were how slow paced and lacking events this movie was...', 'rating': '1/10'}, {'review': ""It's not possible to explain in word how bad it is."", 'rating': '1/10'}, {'review': 'Nothing pretty, nothing good. Very disappointing.', 'rating': '2/10'}, {'review': 'Creepy, haunting, beautiful and original', 'rating': '9/10'}, {'review': 'People Hate a Slow Burn', 'rating': '6/10'}, {'review': '2', 'rating': '2/10'}, {'review': 'Boring', 'rating': '3/10'}, {'review': 'Finally a Fresh Haunted House Film!', 'rating': '9/10'}, {'review': 'I am the bored thing who watches this movie', 'rating': '1/10'}, {'review': 'Dull and slow taken to new heights', 'rating': '2/10'}, {'review': 'Poetic, Haunting, Pretty Thing', 'rating': '10/10'}, {'review': ""Could'a Would'a Should'a"", 'rating': '5/10'}, {'review': 'A little wonky but a good watch', 'rating': '6/10'}, {'review': 'Slow moving but worthy', 'rating': '6/10'}]}"
27,tt7920024,"{'imdb_id': 'tt7920024', 'comentarios': [{'review': 'Builds up to what?', 'rating': '4/10'}, {'review': 'A bewildering trance-like sequence stretched out into a whole film', 'rating': '5/10'}, {'review': 'A metaphor for trauma and grief - really interesting.', 'rating': '8/10'}, {'review': 'Raw emotions about paris. No storyline', 'rating': '10/10'}, {'review': 'I Was Annoyed', 'rating': '3/10'}, {'review': 'Great but with a bit too much of everything.', 'rating': '8/10'}, {'review': 'Not a romantic film. This is deep, dark, poetic and explores the psyche', 'rating': '10/10'}, {'review': 'Thematic and pictures', 'rating': '3/10'}, {'review': ""It doesn't a 4.5"", 'rating': '6/10'}, {'review': 'That first kiss.', 'rating': '8/10'}, {'review': 'Not for everybody, but it was for me.', 'rating': '7/10'}, {'review': 'Come on!', 'rating': '6/10'}, {'review': 'INCREDIBLE & psychologically stimulating', 'rating': '9/10'}, {'review': 'Beyond the ""ordinary""', 'rating': '7/10'}, {'review': 'Great movie!', 'rating': '9/10'}, {'review': ""It'd work out as a short film"", 'rating': '6/10'}, {'review': 'Storyless', 'rating': '6/10'}, {'review': 'Way too confusing', 'rating': '1/10'}, {'review': 'Modern life desperation', 'rating': '10/10'}, {'review': ""One of the worst movies I've ever seen"", 'rating': '1/10'}, {'review': 'Absolutely terrible', 'rating': '2/10'}, {'review': 'Confused generation', 'rating': '6/10'}, {'review': 'Symbolism', 'rating': '7/10'}, {'review': ""I'd rather die watching it again..."", 'rating': '1/10'}, {'review': 'Simple', 'rating': '3/10'}]}"
28,tt9257484,"{'imdb_id': 'tt9257484', 'comentarios': [{'review': 'Kind of a Twilight Zone episode, not movie-worthy', 'rating': '3/10'}, {'review': 'Not terrible, but unsatisfying at the end', 'rating': '4/10'}, {'review': 'Enjoyable but Underwhelming - A Somewhat Lousy Attempt', 'rating': '5/10'}, {'review': 'Disappointed for the missed opportunity', 'rating': '6/10'}, {'review': ""Fair's Fair."", 'rating': '6/10'}, {'review': 'Just boring.', 'rating': '4/10'}, {'review': 'Not totally unwatchable', 'rating': '5/10'}, {'review': 'Tedious effort', 'rating': '4/10'}, {'review': 'Netflix archetype movie', 'rating': '3/10'}, {'review': ""Could've been good"", 'rating': '4/10'}, {'review': 'it could have been so good (5/10)', 'rating': '5/10'}, {'review': 'Really, really boring.', 'rating': '2/10'}, {'review': 'Subpar thriller riddled with clichés', 'rating': '4/10'}, {'review': 'Long on patience, short on bite', 'rating': '4/10'}, {'review': 'Opportunity lost', 'rating': '5/10'}, {'review': ""Another Netflix bummer thriller don't waste your time"", 'rating': '3/10'}, {'review': 'Though I agree with the pos/neg reviews, the all out haters got it all wrong.', 'rating': '4/10'}, {'review': ""Good if you can't find anything else to watch!"", 'rating': '4/10'}, {'review': 'Terrible netflix B movie', 'rating': '2/10'}, {'review': 'What a waste of time.. and what a shame!', 'rating': '4/10'}, {'review': 'Just ok', 'rating': '5/10'}, {'review': 'weak story that takes itself too seriously', 'rating': '3/10'}, {'review': 'Acting ok, Writing bad', 'rating': '3/10'}, {'review': 'Dear Rattlesnake, you are a lame.', 'rating': '3/10'}, {'review': 'Nothing Special', 'rating': '4/10'}]}"
