title,Genre,Premiere,Runtime,IMDB Score,Language,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
Pele,Documentary,"February 23, 2021",108,7.0,English,,,,,,,,,,,,,,
ReMastered: Devil at the Crossroads,Documentary,"April 26, 2019",48,7.0,English,tm470378,MOVIE,"Robert Johnson was one of the most influential blues guitarists ever. Even before his early death, fans wondered if he'd made a pact with the Devil.",2019.0,,48.0,"['documentation', 'music']",['US'],,tt9046574,7.0,2748.0,9.663,6.9
ReMastered: The Lion's Share,Documentary,"May 17, 2019",84,7.0,English,tm473647,MOVIE,"After discovering the family of Solomon Linda, the writer of ""The Lion Sleeps Tonight,"" a reporter tries to help them fight for fair compensation.",2019.0,PG-13,84.0,"['music', 'documentation']",['US'],,tt9046576,6.9,637.0,2.952,7.0
ReMastered: The Miami Showband Massacre,Documentary,"March 22, 2019",70,7.0,English,tm464527,MOVIE,"Ambushed by Ulster loyalists, three members of the Miami Showband were killed in Northern Ireland in 1975. Was the crime linked to the government?",2019.0,,70.0,"['documentation', 'crime', 'music']",[],,tt9046568,7.0,1400.0,1.698,7.0
Resurface,Documentary,"September 1, 2017",27,7.0,English,tm348386,MOVIE,A suicidal war veteran finds like-minded souls in a surf therapy program that helps traumatized soldiers heal while riding the waves.,2017.0,,27.0,"['documentation', 'sport', 'war']",['US'],,tt6081408,7.1,286.0,2.459,7.2
Rocko's Modern Life: Static Cling,Animation / Comedy,"August 9, 2019",45,7.0,English,tm305433,MOVIE,"After 20 years in space, Rocko returns to a technologically advanced O-Town and makes it his mission to get his favorite show back on the air.",2019.0,,45.0,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'action']",['US'],,tt6172460,6.9,3865.0,10.256,6.5
Rose Island,Comedy,"December 9, 2020",117,7.0,Italian,tm674099,MOVIE,"An idealistic engineer builds his own island off the Italian coast and declares it a nation, drawing the world's attention. Values are tested when the Italian Government declares him an enemy, but to change the world risks must be taken.",2020.0,,117.0,"['drama', 'comedy']",['IT'],,tt10287954,7.0,20555.0,12.682,7.1
The Christmas Chronicles,Christmas/Fantasy/Adventure/Comedy,"November 22, 2018",104,7.0,English,tm436844,MOVIE,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",2018.0,PG,104.0,"['comedy', 'family', 'fantasy']",['US'],,tt2990140,7.0,71740.0,16.532,7.1
The Dirt,Biopic,"March 22, 2019",108,7.0,English,tm455636,MOVIE,The story of Mötley Crüe and their rise from the Sunset Strip club scene of the early 1980s to superstardom.,2019.0,R,108.0,"['drama', 'comedy', 'music']",['US'],,tt0800325,6.9,48445.0,15.86,7.518
The Night Comes for Us,Action-thriller,"October 19, 2018",121,7.0,Indonesian,tm315340,MOVIE,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",2018.0,R,121.0,"['action', 'thriller', 'crime']",['ID'],,tt6116856,6.9,25839.0,12.473,6.8
13th: A Conversation with Oprah Winfrey & Ava DuVernay,Aftershow / Interview,"January 26, 2017",36,7.1,English,,,,,,,,,,,,,,
Angela's Christmas,Animation,"November 30, 2018",30,7.1,English,tm446206,MOVIE,A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.,2017.0,G,30.0,"['family', 'animation']","['IE', 'CA']",,,,,9.429,6.8
Angela's Christmas Wish,Animation,"December 1, 2020",47,7.1,English,tm943771,MOVIE,"A determined Angela makes a wish to reunite her family in time for Christmas, then launches a plan to find her way from Ireland to Australia.",2020.0,G,47.0,"['animation', 'family', 'comedy', 'drama']","['US', 'IE']",,tt13260836,7.1,1451.0,27.407,6.3
Beats,Drama,"June 19, 2019",110,7.1,English,tm475339,MOVIE,An agoraphobic hip-hop prodigy and a disgraced former music manager cross paths in Chicago’s South Side and help each other face demons of their pasts.,2019.0,,109.0,['drama'],['US'],,tt8530978,6.3,5219.0,12.175,6.8
Circus of Books,Documentary,"April 22, 2020",92,7.1,English,tm470560,MOVIE,"For decades, a nice Jewish couple ran Circus of Books, a porn shop and epicenter for gay LA. Their director daughter documents their life and times.",2019.0,,92.0,"['documentation', 'history']",['US'],,tt8727582,7.1,4624.0,7.515,6.9
Dance Dreams: Hot Chocolate Nutcracker,Documentary,"November 27, 2020",80,7.1,English,tm946927,MOVIE,"This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker,"" a reimagining of the classic ballet.",2020.0,,80.0,"['documentation', 'family']",['US'],,tt8741182,7.0,341.0,4.109,7.8
Derren Brown: Sacrifice,Mentalism special,"October 19, 2018",49,7.1,English,tm437631,MOVIE,Illusionist Derren Brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger.,2018.0,,49.0,"['documentation', 'reality']",['US'],,tt9077188,7.1,1806.0,5.197,7.4
El Pepe: A Supreme Life,Documentary,"December 27, 2019",73,7.1,Spanish,tm430106,MOVIE,A documentary on the life of Uruguayan politician and former guerrilla fighter José Mujica.,2019.0,,74.0,['documentation'],"['RS', 'UY', 'AR']",,tt8900434,7.1,1887.0,4.752,7.5
End Game,Documentary,"May 4, 2018",40,7.1,English,tm376840,MOVIE,"Filmed and edited in intimate vérité style, this movie follows visionary medical practitioners who are working on the cutting edge of life and death and are dedicated to changing our thinking about both.",2018.0,,40.0,['documentation'],['US'],,,,,5.866,7.2
Evelyn,Documentary,"September 10, 2019",96,7.1,English,tm431810,MOVIE,"Haunted by the suicide of a brother, a director and his kin walk across the UK in an emotionally trying, visually sublime journey toward healing.",2019.0,,95.0,['documentation'],['GB'],,tt8793990,7.2,772.0,4.313,6.8
Ferry,Crime drama,"May 14, 2021",106,7.1,Dutch,tm1029256,MOVIE,"Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life.",2021.0,,106.0,"['drama', 'action', 'crime', 'thriller']","['BE', 'NL']",,tt14217100,7.0,10900.0,29.798,6.8
Grass Is Greener,Documentary,"April 20, 2019",97,7.1,English,tm464435,MOVIE,"Weed. Marijuana. Grass. Pot. Whatever you prefer to call it, America’s relationship with cannabis is a complicated one. In his directorial debut, hip hop pioneer Fab 5 Freddy presents an unparalleled look at the racially biased history of the war on marijuana. A range of celebrities and experts discuss the plant’s influence on music and popular culture, and the devastating impact its criminalization has had on Black and Latino communities. As more and more states join the push to legalize marijuana, this documentary dives deep into the glaring racial disparities in the growing cannabis market.",2019.0,,97.0,['documentation'],['US'],,tt10050782,7.1,1345.0,2.882,6.9
Guillermo Vilas: Settling the Score,Documentary,"October 27, 2020",94,7.1,Spanish,tm943808,MOVIE,"For more than forty years, Argentinean sportsman Guillermo Vilas, a tennis legend, has tirelessly demanded that the official rankings (1973-78) be revised in order to finally be recognized as the best player in the world. Eduardo Puppo, a sports journalist, making Vilas' demand his own, fought for more than ten years against a powerful sports corporation to prove that Vilas was indeed unfairly displaced from the top of world tennis.",2020.0,,94.0,"['documentation', 'sport']",['AR'],,tt13150564,7.1,655.0,1.754,8.1
Joshua: Teenager vs. Superpower,Documentary,"May 26, 2017",78,7.1,English,tm323300,MOVIE,"When the Chinese Communist Party backtracks on its promise of autonomy to Hong Kong, teenager Joshua Wong decides to save his city. Rallying thousands of kids to skip school and occupy the streets, Joshua becomes an unlikely leader in Hong Kong and one of China’s most notorious dissidents.",2017.0,,78.0,['documentation'],['US'],,tt6333072,7.3,1554.0,3.08,7.2
Keith Richards: Under the Influence,Documentary,"September 18, 2015",81,7.1,English,tm225693,MOVIE,"A portrait of Keith Richards that takes us on a journey to discover the genesis of his sound as a songwriter, guitarist and performer.",2015.0,PG,82.0,"['documentation', 'music']",['US'],,tt4900018,7.1,3383.0,5.383,6.7
Knock Down the House,Documentary,"May 1, 2019",87,7.1,English,tm448767,MOVIE,"In 2018, a young bartender in the Bronx, a coal miner’s daughter in West Virginia, a grieving mother in Nevada and a registered nurse in Missouri join a movement of insurgent candidates challenging powerful incumbents in Congress. Without political experience or corporate money, these four women are attempting to do what many consider impossible.",2019.0,PG,86.0,['documentation'],['US'],,tt9358052,7.2,12496.0,8.876,7.4
Loudon Wainwright III: Surviving Twin,One-man show,"November 13, 2018",91,7.1,English,tm443283,MOVIE,Grammy-winning singer Loudon Wainwright III reflects upon his unique relationship with his father in an evening of original songs and heartfelt stories.,2018.0,,91.0,"['music', 'documentation']",['US'],,tt9203030,7.1,95.0,1.294,8.0
My Beautiful Broken Brain,Documentary,"March 18, 2016",91,7.1,English,tm236725,MOVIE,"A profoundly personal voyage into the complexity, fragility and wonder of the human brain, after Lotje Sodderland miraculously survives a hemorrhagic stroke and finds herself starting again in an alien world, bereft of language and logic. This feature documentary takes us on a genre-twisting tale that is by turns excruciating and exquisite - from the devastating consequences of a first-time neurological experiment, through to the extraordinary revelations of her altered sensory perception.",2014.0,,84.0,['documentation'],['GB'],,tt3815136,7.0,2286.0,3.201,7.1
One of Us,Documentary,"October 20, 2017",95,7.1,English,tm349138,MOVIE,"Penetrating the insular world of New York's Hasidic community, focusing on three individuals driven to break away despite threats of retaliation.",2017.0,,95.0,['documentation'],['US'],,tt7214842,7.0,6574.0,7.349,6.9
Pieces of a Woman,Drama,"January 7, 2021",126,7.1,English,tm919961,MOVIE,"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.",2020.0,R,127.0,['drama'],"['CA', 'HU', 'US']",,tt11161474,7.0,48664.0,10.502,7.098
"Ram Dass, Going Home",Documentary,"April 6, 2018",31,7.1,English,tm362180,MOVIE,"Ram Dass is one of the most important cultural figures from the 1960s and 70s. A pyschedelic pioneer, author of Be Here Now, beloved spiritual teacher, and outspoken advocate for death-and-dying awareness, Ram Dass is now himself approaching the end of life.  Since suffering a life-changing stroke twenty years ago, he has been living at his home on Maui and deepening his spiritual practice — which is centered on love and his idea of merging with his surroundings and all living things.  Shot in a nuanced cinematic style, the film is an intimate summary of his life learning and awareness, and is ultimately a poetic meditation on life, death, and the soul’s journey home.",2017.0,PG-13,31.0,['documentation'],['US'],,,,,4.594,5.5
ReMastered: Tricky Dick & the Man in Black,Documentary,"November 2, 2018",58,7.1,English,,,,,,,,,,,,,,
Rooting for Roona,Documentary,"October 15, 2020",41,7.1,Bengali,tm944561,MOVIE,"In rural India, a child with hydrocephalus gets a chance at life-changing surgery after her photos go viral. This documentary charts her journey.",2020.0,,40.0,['documentation'],['IN'],,,,,4.306,7.4
The Devil All the Time,Psychological thriller,"September 16, 2020",138,7.1,English,tm368699,MOVIE,"In Knockemstiff, Ohio and its neighboring backwoods, sinister characters converge around young Arvin Russell as he fights the evil forces that threaten him and his family.",2020.0,R,138.0,"['crime', 'drama', 'thriller', 'horror']",['US'],,tt7395114,7.1,122321.0,22.872,7.3
The Dig,Drama,"January 29, 2021",112,7.1,English,tm992844,MOVIE,"As WWII looms, a wealthy widow hires an amateur archaeologist to excavate the burial mounds on her estate. When they make a historic discovery, the echoes of Britain's past resonate in the face of its uncertain future‎.",2021.0,PG-13,112.0,"['history', 'drama']",['GB'],,tt3661210,7.1,73079.0,20.072,6.9
The Great Hack,Documentary,"July 24, 2019",114,7.1,English,tm446609,MOVIE,"Data—arguably the world’s most valuable asset—is being weaponized to wage cultural and political wars. The dark world of data exploitation is uncovered through the unpredictable, personal journeys of players on different sides of the explosive Cambridge Analytica/Facebook data story.",2019.0,,114.0,"['documentation', 'history']",['US'],,tt9358204,7.1,22838.0,15.376,6.9
The White Tiger,Drama,"January 22, 2021",125,7.1,English,tm949309,MOVIE,An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.,2021.0,R,125.0,"['drama', 'crime']","['SG', 'US', 'IN']",,tt6571548,7.1,59441.0,19.472,6.955
To All the Boys I've Loved Before,Romantic comedy,"August 17, 2018",99,7.1,English,tm410435,MOVIE,Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out.,2018.0,PG-13,100.0,"['comedy', 'romance', 'drama']",['US'],,tt8179390,7.1,101175.0,83.421,7.7
American Murder: The Family Next Door,Documentary,"September 30, 2020",82,7.2,English,tm934040,MOVIE,"Using raw, firsthand footage, this documentary examines the disappearance of Shanann Watts and her children, and the terrible events that followed.",2020.0,R,83.0,"['documentation', 'thriller', 'crime']",['US'],,tt12987894,7.2,27193.0,11.309,7.3
Audrie & Daisy,Documentary,"September 23, 2016",98,7.2,English,tm232954,MOVIE,"A documentary film about three cases of rape, that includes the stories of two American high school students, Audrie Pott and Daisy Coleman. At the time of the sexual assaults, Pott was 15 and Coleman was 14 years old. After the assaults, the victims and their families were subjected to abuse and cyberbullying.",2016.0,,95.0,"['documentation', 'crime']",['US'],,tt5278460,7.2,6602.0,5.6,7.2
First They Killed My Father,Drama,"September 15, 2017",136,7.2,Khmer/English/French,tm285356,MOVIE,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,2017.0,R,136.0,"['war', 'drama', 'history']","['US', 'KH']",,tt4882376,7.2,17871.0,11.844,7.4
Fyre: The Greatest Party That Never Happened,Documentary,"January 18, 2019",97,7.2,English,,,,,,,,,,,,,,
Into the Inferno,Documentary,"October 28, 2016",107,7.2,English,tm225308,MOVIE,"With stunning views of eruptions and lava flows, Werner Herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices.",2016.0,,107.0,['documentation'],"['CA', 'DE', 'GB']",,tt4846318,7.2,8693.0,9.998,7.0
LA Originals,Documentary,"April 10, 2020",92,7.2,English,tm882887,MOVIE,"Photographer Estevan Oriol and artist Mister Cartoon turned their Chicano roots into gritty art, impacting street culture, hip hop and beyond.",2020.0,,92.0,['documentation'],"['US', 'AR']",,tt12027020,7.2,1820.0,7.016,7.1
Ladies First,Documentary,"March 8, 2018",39,7.2,English/Hindi,tm363181,MOVIE,"An inspirational survival story of Deepika Kumari who, as a girl born on the roadside to abject poverty in rural India, went in search of food, stumbled upon archery, and within 4 years became the Number One archer in the World.",2017.0,G,39.0,"['documentation', 'comedy', 'romance']",['IN'],,tt4389410,3.9,25.0,5.889,7.5
Love per Square Foot,Romantic comedy,"February 14, 2018",133,7.2,Hindi,tm372969,MOVIE,"Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience.",2018.0,,133.0,"['comedy', 'romance']",['IN'],,tt7853242,7.2,8273.0,6.028,6.7
Paddleton,Drama-Comedy,"February 22, 2019",89,7.2,English,tm455568,MOVIE,An unlikely friendship between two neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.,2019.0,R,89.0,"['drama', 'comedy']",['US'],,tt8041276,7.1,13791.0,7.339,7.0
Private Life,Drama,"October 5, 2018",124,7.2,English,tm368449,MOVIE,"Richard and Rachel, a couple in the throes of infertility, try to maintain their marriage as they descend deeper and deeper into the insular world of assisted reproduction and domestic adoption.",2018.0,R,123.0,"['comedy', 'drama']",['US'],,tt6394284,7.2,19023.0,7.974,7.0
Seventeen,Coming-of-age comedy-drama,"October 18, 2019",99,7.2,Spanish,tm494531,MOVIE,"To find a shelter dog he befriended, a 17-year-old boy escapes a juvenile detention center and is joined on his quest by his older brother.",2019.0,,99.0,"['drama', 'european']",['ES'],,tt8988832,7.2,3940.0,7.786,7.3
Sometimes,Drama,"May 1, 2018",101,7.2,Tamil,,,,,,,,,,,,,,
Soni,Crime drama,"January 18, 2019",97,7.2,Hindi,tm426630,MOVIE,"Soni, a young policewoman in Delhi, and her superintendent, Kalpana, have collectively taken on a growing crisis of violent crimes against women. However, their alliance suffers a major setback when Soni is transferred out for alleged misconduct on duty.",2019.0,,97.0,"['crime', 'drama']",['IN'],,tt6078866,7.1,2788.0,2.862,6.9
The 40-Year-Old Version,Comedy,"October 9, 2020",124,7.2,English,,,,,,,,,,,,,,
The Disciple,Drama,"April 30, 2021",129,7.2,Marathi,tm919864,MOVIE,"Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive.",2020.0,,128.0,"['drama', 'music']",['IN'],,tt11423784,7.1,2567.0,3.49,6.8
The Edge of Democracy,Documentary,"June 19, 2019",121,7.2,Portuguese,tm446581,MOVIE,"A cautionary tale for these times of democracy in crisis—the personal and political fuse to explore one of the most dramatic periods in Brazilian history. With unprecedented access to Presidents Dilma Rousseff and Lula da Silva, we witness their rise and fall and the tragically polarized nation that remains.",2019.0,,121.0,"['documentation', 'history']",['BR'],,tt6016744,7.3,14758.0,6.333,7.8
The King,Historical drama,"November 1, 2019",140,7.2,English,tm417392,MOVIE,"England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V.",2019.0,R,140.0,"['history', 'war', 'drama', 'romance']","['US', 'AU']",,tt7984766,7.2,124438.0,25.987,7.2
The Road to El Camino: A Breaking Bad Movie,Making-of,"October 29, 2019",13,7.2,English,,,,,,,,,,,,,,
The Siege of Jadotville,War,"October 7, 2016",108,7.2,English,tm205812,MOVIE,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.,2016.0,,108.0,"['war', 'drama', 'thriller', 'action', 'history', 'european']","['IE', 'ZA']",,tt3922798,7.2,39404.0,11.351,7.2
Zion ,Documentary,"August 10, 2018",11,7.2,English,,,,,,,,,,,,,,
Dolemite Is My Name,Biopic,"October 25, 2019",118,7.3,English,tm458585,MOVIE,"The story of Rudy Ray Moore, who created the iconic big screen pimp character Dolemite in the 1970s.",2019.0,R,118.0,"['drama', 'comedy', 'history']",['US'],,tt8526872,7.2,60334.0,11.036,7.0
El Camino: A Breaking Bad Movie,Crime drama,"October 11, 2019",121,7.3,English,tm827648,MOVIE,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",2019.0,R,123.0,"['crime', 'drama', 'thriller', 'action']",['US'],,tt9243946,7.3,216847.0,42.566,6.91
Extremis,Documentary,"September 13, 2016",24,7.3,English,tm243849,MOVIE,A purely observational non-fiction film that takes viewers into the ethically murky world of end-of-life decision making in a public hospital.,2016.0,,24.0,['documentation'],['US'],,,,,4.355,7.1
Father Soldier Son,Documentary,"July 17, 2020",100,7.3,English,tm887052,MOVIE,"When Sgt. First Class Brian Eisch is critically wounded in Afghanistan, it sets him and his sons on a journey of love, loss, redemption and legacy.",2020.0,R,99.0,"['war', 'documentation']",['US'],,tt12187586,7.3,952.0,10.385,6.2
Get Me Roger Stone,Documentary,"May 12, 2017",101,7.3,English,tm313974,MOVIE,"From his days of testifying at the Watergate hearings to advising recent presidential candidate Donald Trump, Roger Stone has long offended people on both sides of the political fence as a force in conservative America. Outspoken author, pundit, ahead of his time election strategist, this is his story.",2017.0,,100.0,"['documentation', 'history']",['US'],,tt6714534,7.3,7408.0,6.022,7.0
I'm No Longer Here,Drama,"May 27, 2020",105,7.3,Spanish,tm837756,MOVIE,"In Monterrey, Mexico, a young street gang spends their days dancing to slowed-down cumbia and attending parties. After a mix-up with a local cartel, their leader is forced to migrate to the U.S. but quickly longs to return home.",2019.0,,112.0,['drama'],"['MX', 'US']",,tt4323594,7.3,7918.0,17.342,7.7
Mucho Mucho Amor: The Legend of Walter Mercado ,Documentary,"July 8, 2020",96,7.3,Spanish/English,,,,,,,,,,,,,,
Octonauts & the Great Barrier Reef,Animation,"October 13, 2020",47,7.3,English,,,,,,,,,,,,,,
Okja,Action-adventure,"June 28, 2017",121,7.3,English/Korean,tm244174,MOVIE,"A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",2017.0,PG-13,122.0,"['scifi', 'fantasy', 'action', 'drama']","['KR', 'US']",,tt3967856,7.3,116305.0,25.911,7.415
On My Skin,Crime drama,"September 12, 2018",100,7.3,Italian,tm426117,MOVIE,"The incredible true story behind the most controversial Italian court cases in recent years. Stefano Cucchi was arrested for a minor crime and mysteriously found dead during his detention. In one week's time, a family is changed forever.",2018.0,,100.0,"['drama', 'european']",['IT'],,tt7121252,7.3,9211.0,10.341,8.057
Raat Akeli Hai,Thriller,"July 31, 2020",149,7.3,Hindi,tm918043,MOVIE,"When a newly married landlord is murdered, a misfit cop’s investigation is complicated by the victim’s secretive family and his own conflicted heart.",2020.0,,149.0,"['crime', 'thriller', 'drama']",['IN'],,tt12567088,7.3,17570.0,4.929,7.2
ReMastered: Massacre at the Stadium,Documentary,"January 11, 2019",64,7.3,English/Spanish,tm452900,MOVIE,"For years, the murder of Chilean protest singer Victor Jara was blamed on an official in Pinochet's army. Now in exile, he tries to exonerate himself.",2019.0,,64.0,"['documentation', 'drama']",['CL'],,tt9046562,7.2,787.0,2.55,7.7
ReMastered: The Two Killings of Sam Cooke,Documentary,"February 8, 2019",64,7.3,English,tm457856,MOVIE,"This investigation examines the mysterious shooting of soul icon Sam Cooke, whose death silenced one of the most vital voices in the civil rights movement.",2019.0,,74.0,"['documentation', 'music']",[],,tt9046564,7.2,2269.0,3.611,6.9
Secrets of the Saqqara Tomb,Documentary,"October 28, 2020",114,7.3,English/Arabic,tm945168,MOVIE,"This documentary follows a team of local archaeologists excavating never before explored passageways, shafts, and tombs, piecing together the secrets of Egypt’s most significant find in almost 50 years in Saqqara.",2020.0,,113.0,"['documentation', 'history']","['EG', 'US']",,tt13150630,7.2,6326.0,12.143,7.4
Sitara: Let Girls Dream,Animation / Short,"March 8, 2020",15,7.3,English,,,,,,,,,,,,,,
Sky Ladder: The Art of Cai Guo-Qiang,Documentary,"October 14, 2016",79,7.3,English/Mandarin,tm236659,MOVIE,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet: Sky Ladder, a visionary, explosive event that he pulls off in his hometown in China after 20 years of failed attempts.",2017.0,,80.0,['documentation'],['US'],,tt5278930,7.3,1463.0,4.259,7.0
Team Foxcatcher,Documentary,"April 29, 2016",90,7.3,English/Russian,tm239683,MOVIE,"With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz.",2016.0,,91.0,"['documentation', 'crime', 'history', 'sport']",['US'],,tt5598216,7.3,6572.0,6.08,7.1
The Ballad of Buster Scruggs,Western,"November 16, 2018",132,7.3,English,tm425889,MOVIE,"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.",2018.0,R,132.0,"['western', 'comedy', 'drama', 'romance']",['US'],,tt6412452,7.3,144294.0,32.555,7.145
The Death and Life of Marsha P. Johnson,Documentary,"October 6, 2017",105,7.3,English,tm313988,MOVIE,"Describing herself as a 'street queen,' Johnson was a legendary fixture in New York City’s gay ghetto and a tireless voice for LGBT pride since the days of Stonewall, who along with fellow trans icon Sylvia Rivera, founded Street Transvestites Action Revolutionaries (S.T.A.R.), a trans activist group based in the heart of NYC’s Greenwich Village. Her death in 1992 was declared a suicide by the NYPD, but friends never accepted that version of events. Structured as a whodunit, with activist Victoria Cruz cast as detective and audience surrogate, The Death and Life of Marsha P. Johnson celebrates the lasting political legacy of Johnson, while seeking to finally solve the mystery of her unexplained death.",2017.0,,105.0,['documentation'],['US'],,tt5233558,7.2,2964.0,6.792,7.3
The Fundamentals of Caring,Comedy-drama,"June 24, 2016",97,7.3,English,tm219248,MOVIE,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.",2016.0,R,97.0,"['comedy', 'drama']",['US'],,tt2452386,7.3,72083.0,14.985,7.326
The Other One: The Long Strange Trip of Bob Weir,Documentary,"May 22, 2015",83,7.3,English,,,,,,,,,,,,,,
American Factory,Documentary,"August 21, 2019",110,7.4,English,tm446176,MOVIE,"In post-industrial Ohio, a Chinese billionaire opens a new factory in the husk of an abandoned General Motors plant, hiring two thousand blue-collar Americans. Early days of hope and optimism give way to setbacks as high-tech China clashes with working-class America.",2019.0,,110.0,['documentation'],['US'],,tt9351980,7.4,21694.0,12.978,7.2
Fire in Paradise,Documentary,"November 1, 2019",39,7.4,English,tm841410,MOVIE,"In this documentary, survivors recall the catastrophic 2018 Camp Fire, which razed the town of Paradise and became California’s deadliest wildfire.",2019.0,,39.0,['documentation'],['US'],,,,,4.532,6.7
Long Shot,Documentary,"September 29, 2017",40,7.4,English,tm351214,MOVIE,"When Juan Catalan is arrested for a murder he insists he didn't commit, he builds his case for innocence around unexpected raw footage.",2017.0,,40.0,"['documentation', 'sport', 'crime']",['US'],,tt2702692,7.4,7857.0,4.708,7.3
Miss Americana,Documentary,"January 31, 2020",85,7.4,English,tm845415,MOVIE,"A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.",2020.0,R,85.0,"['music', 'documentation']",['US'],,tt11388580,7.4,19482.0,16.672,7.9
Period. End of Sentence.,Documentary,"February 12, 2019",26,7.4,English/Hindi,tm414595,MOVIE,"In an effort to improve feminine hygiene, a machine that creates low-cost biodegradable sanitary pads is installed in a rural village in Northern India. Using the machine, a group of local women is employed to produce and sell pads, offering them newfound independence and helping to destigmatize menstruation for all.",2018.0,,26.0,['documentation'],['US'],,,,,6.812,8.0
Shawn Mendes: Live in Concert,Concert Film,"November 25, 2020",87,7.4,English,tm977782,MOVIE,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.",2020.0,PG,87.0,"['music', 'documentation']",['CA'],,tt13528990,7.1,327.0,6.757,7.9
Shirkers,Documentary,"October 26, 2018",97,7.4,English,tm367065,MOVIE,"In 1992, teenager Sandi Tan shot Singapore's first indie road movie with her enigmatic American mentor Georges – who then vanished with all the footage. Twenty years later, the 16mm film is recovered, sending Tan, now a novelist in Los Angeles, on a personal odyssey in search of Georges' vanishing footprints.",2018.0,,96.0,['documentation'],"['SG', 'GB', 'US']",,tt7472352,7.4,5145.0,6.081,7.5
The Black Godfather,Documentary,"June 7, 2019",118,7.4,English,tm675171,MOVIE,"Follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics.",2019.0,,118.0,"['documentation', 'music']",['US'],,tt10289996,7.4,1363.0,3.454,6.8
The Irishman: In Conversation,Aftershow / Interview,"November 27, 2019",23,7.4,English,tm844497,MOVIE,"Martin Scorsese, Robert De Niro, Joe Pesci, and Al Pacino in conversation about The Irishman.",2019.0,,23.0,['documentation'],['US'],,,,,6.163,7.6
The Speed Cubers,Documentary,"July 29, 2020",40,7.4,English,tm917036,MOVIE,This documentary captures the extraordinary twists and turns in the journeys of Rubik's Cube-solving champions Max Park and Feliks Zemdegs.,2020.0,,41.0,['documentation'],['US'],,,,,6.921,7.6
They'll Love Me When I'm Dead,Documentary,"November 2, 2018",98,7.4,English,tm425884,MOVIE,"As his life comes to its end, famous Hollywood director Orson Welles puts it all on the line at the chance for renewed success with the film The Other Side of the Wind.",2018.0,,98.0,['documentation'],['US'],,tt6893836,7.4,5053.0,5.643,7.3
